,district,page_number,representative_plot,taxpayer_men,taxpayer_women,no_tax_men,no_tax_women,in_russia_men,in_russia_women,total_men,total_women,independent,white_collar,worker_industry,worker_other,servants,other,non_resident,orthodox,other_christian,other_religion,draftable
159,Repola,160,32,7.0,27.0,7.0,7.0,0.0,0.0,14.0,34.0,28.0,2.0,0.0,0.0,17.0,1.0,0.0,1.0,0.0,4.0,0.0
160,Repola,161,32,10.0,19.0,3.0,4.0,0.0,0.0,13.0,29.0,21.0,5.0,0.0,0.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0
161,Repola,162,33,14.0,14.0,5.0,4.0,0.0,0.0,19.0,18.0,21.0,6.0,0.0,0.0,7.0,3.0,0.0,0.0,0.0,5.0,1.0
162,Repola,163,33,13.0,18.0,6.0,5.0,0.0,0.0,19.0,23.0,24.0,12.0,0.0,1.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0
163,Repola,164,33,14.0,12.0,3.0,8.0,0.0,0.0,17.0,21.0,9.0,17.0,0.0,8.0,3.0,0.0,0.0,4.0,0.0,0.0,1.0
164,Repola,165,35,9.0,17.0,8.0,8.0,0.0,0.0,17.0,25.0,21.0,15.0,0.0,3.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0
165,Repola,166,35,14.0,17.0,4.0,5.0,0.0,0.0,18.0,20.0,18.0,2.0,0.0,13.0,3.0,4.0,0.0,0.0,0.0,2.0,0.0
166,Repola,167,35,8.0,15.0,8.0,6.0,0.0,0.0,16.0,21.0,16.0,4.0,0.0,14.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
167,Repola,168,36,10.0,16.0,3.0,13.0,0.0,0.0,13.0,29.0,26.0,6.0,0.0,5.0,4.0,1.0,0.0,5.0,0.0,0.0,0.0
168,Repola,169,36,10.0,17.0,2.0,5.0,0.0,0.0,12.0,22.0,14.0,12.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0
169,Repola,170,36,10.0,21.0,7.0,4.0,0.0,0.0,17.0,25.0,24.0,9.0,0.0,0.0,9.0,0.0,0.0,5.0,0.0,0.0,0.0
170,Repola,171,37,6.0,17.0,5.0,4.0,0.0,0.0,11.0,21.0,14.0,6.0,0.0,5.0,6.0,1.0,0.0,1.0,0.0,0.0,0.0
171,Repola,172,39,16.0,14.0,4.0,9.0,0.0,0.0,20.0,23.0,13.0,22.0,0.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
172,Repola,173,39,14.0,18.0,7.0,5.0,0.0,0.0,21.0,23.0,26.0,6.0,0.0,4.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
173,Repola,174,39,9.0,12.0,4.0,8.0,0.0,0.0,13.0,20.0,13.0,7.0,0.0,10.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0
174,Repola,175,40,13.0,16.0,11.0,12.0,0.0,0.0,24.0,23.0,12.0,30.0,0.0,5.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0
175,Repola,176,44,9.0,14.0,3.0,8.0,0.0,0.0,12.0,22.0,25.0,2.0,0.0,2.0,5.0,0.0,0.0,7.0,0.0,0.0,0.0
176,Repola,177,44,15.0,17.0,8.0,4.0,0.0,0.0,23.0,21.0,30.0,1.0,0.0,3.0,9.0,1.0,0.0,0.0,0.0,0.0,1.0
177,Repola,178,44,9.0,13.0,6.0,5.0,0.0,0.0,15.0,18.0,22.0,1.0,1.0,4.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0
178,Repola,179,46,13.0,14.0,11.0,6.0,0.0,0.0,24.0,20.0,19.0,5.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0
179,Repola,180,50,10.0,11.0,4.0,8.0,0.0,0.0,14.0,19.0,16.0,7.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
180,Repola,181,54,10.0,12.0,5.0,6.0,0.0,0.0,15.0,18.0,14.0,4.0,1.0,9.0,5.0,0.0,0.0,7.0,0.0,0.0,1.0
181,Repola,182,55,9.0,20.0,6.0,10.0,0.0,0.0,15.0,33.0,3.0,0.0,8.0,7.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0
182,Repola,183,56,9.0,20.0,6.0,9.0,0.0,0.0,15.0,29.0,29.0,3.0,0.0,0.0,11.0,2.0,0.0,5.0,0.0,5.0,0.0
183,Repola,184,56,8.0,20.0,9.0,10.0,0.0,0.0,17.0,30.0,31.0,2.0,0.0,1.0,11.0,2.0,0.0,1.0,0.0,9.0,0.0
184,Repola,185,56,9.0,19.0,1.0,10.0,0.0,0.0,10.0,22.0,23.0,2.0,0.0,0.0,13.0,1.0,1.0,1.0,0.0,1.0,0.0
185,Repola,186,56,9.0,21.0,6.0,8.0,0.0,0.0,15.0,29.0,28.0,7.0,0.0,0.0,9.0,0.0,0.0,4.0,0.0,4.0,0.0
186,Repola,187,58,12.0,9.0,9.0,11.0,0.0,0.0,21.0,20.0,13.0,4.0,0.0,14.0,10.0,0.0,0.0,4.0,0.0,0.0,1.0
187,Repola,188,60,10.0,15.0,12.0,9.0,0.0,0.0,22.0,24.0,12.0,18.0,0.0,3.0,12.0,1.0,0.0,4.0,0.0,0.0,0.0
188,Repola,189,63,11.0,16.0,6.0,5.0,0.0,0.0,17.0,21.0,28.0,1.0,0.0,0.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0
189,Repola,190,63,10.0,20.0,8.0,10.0,0.0,0.0,18.0,30.0,24.0,16.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
190,Repola,191,63,10.0,19.0,6.0,9.0,0.0,0.0,16.0,28.0,28.0,5.0,0.0,0.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0
191,Repola,192,63,8.0,18.0,3.0,6.0,0.0,0.0,11.0,24.0,25.0,4.0,1.0,2.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0
192,Repola,193,63,11.0,21.0,8.0,9.0,0.0,0.0,19.0,30.0,29.0,2.0,0.0,7.0,11.0,0.0,0.0,0.0,0.0,0.0,1.0
193,Repola,194,63,7.0,17.0,2.0,6.0,0.0,0.0,9.0,23.0,14.0,10.0,0.0,1.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0
194,Repola,195,63,10.0,15.0,7.0,6.0,0.0,0.0,17.0,21.0,24.0,3.0,0.0,1.0,7.0,3.0,0.0,0.0,0.0,0.0,1.0
195,Repola,196,64,10.0,11.0,7.0,9.0,0.0,0.0,17.0,20.0,28.0,1.0,0.0,2.0,6.0,0.0,0.0,3.0,0.0,0.0,1.0
196,Repola,197,66,14.0,18.0,6.0,16.0,0.0,0.0,20.0,34.0,22.0,5.0,0.0,1.0,25.0,1.0,0.0,0.0,0.0,0.0,0.0
197,Repola,198,67,13.0,21.0,7.0,10.0,0.0,0.0,20.0,31.0,22.0,12.0,0.0,0.0,13.0,4.0,0.0,0.0,0.0,0.0,0.0
198,Repola,199,67,10.0,24.0,8.0,9.0,0.0,0.0,18.0,33.0,31.0,4.0,0.0,3.0,13.0,0.0,0.0,1.0,0.0,4.0,0.0
199,Repola,200,68,10.0,18.0,6.0,5.0,0.0,0.0,16.0,23.0,14.0,8.0,1.0,3.0,11.0,2.0,0.0,0.0,0.0,0.0,0.0
200,Repola,201,68,6.0,15.0,2.0,9.0,0.0,0.0,8.0,24.0,11.0,5.0,0.0,6.0,7.0,3.0,0.0,1.0,0.0,0.0,0.0
201,Repola,202,69,13.0,13.0,4.0,6.0,0.0,0.0,17.0,19.0,15.0,15.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0
202,Repola,203,69,8.0,18.0,5.0,2.0,0.0,0.0,13.0,20.0,17.0,4.0,0.0,5.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0
203,Repola,204,72,9.0,12.0,6.0,9.0,0.0,0.0,15.0,21.0,10.0,13.0,0.0,9.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0
204,Repola,205,74,9.0,12.0,4.0,9.0,0.0,0.0,13.0,21.0,10.0,12.0,0.0,8.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0
205,Repola,206,76,9.0,15.0,7.0,2.0,0.0,0.0,16.0,17.0,13.0,10.0,0.0,8.0,1.0,1.0,0.0,6.0,0.0,0.0,0.0
206,Repola,207,78,9.0,15.0,6.0,7.0,0.0,0.0,15.0,22.0,11.0,2.0,2.0,10.0,12.0,0.0,0.0,5.0,0.0,0.0,0.0
207,Repola,208,79,11.0,13.0,8.0,10.0,0.0,0.0,19.0,23.0,12.0,7.0,0.0,7.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0
208,Repola,209,81,6.0,14.0,9.0,13.0,0.0,0.0,15.0,27.0,12.0,9.0,0.0,6.0,12.0,3.0,0.0,0.0,0.0,0.0,0.0
209,Repola,210,87,8.0,13.0,9.0,14.0,0.0,0.0,17.0,27.0,20.0,5.0,0.0,15.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0
210,Repola,211,88,11.0,15.0,4.0,5.0,0.0,0.0,15.0,20.0,6.0,4.0,2.0,7.0,3.0,13.0,0.0,4.0,0.0,0.0,1.0
211,Repola,212,89,17.0,15.0,8.0,12.0,0.0,0.0,25.0,27.0,27.0,6.0,0.0,9.0,3.0,7.0,0.0,0.0,0.0,2.0,1.0
212,Repola,213,90,18.0,14.0,5.0,5.0,0.0,0.0,23.0,19.0,10.0,19.0,0.0,10.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0
213,Repola,214,91,11.0,19.0,7.0,5.0,0.0,0.0,18.0,24.0,24.0,0.0,0.0,6.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0
214,Repola,215,91,11.0,18.0,6.0,4.0,0.0,0.0,17.0,22.0,22.0,8.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0
215,Repola,216,92,9.0,17.0,10.0,5.0,0.0,0.0,19.0,22.0,20.0,10.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0
216,Repola,217,92,9.0,18.0,7.0,3.0,0.0,0.0,16.0,21.0,14.0,7.0,0.0,3.0,13.0,0.0,0.0,1.0,0.0,0.0,0.0
217,Repola,218,92,5.0,28.0,3.0,5.0,0.0,0.0,8.0,33.0,6.0,3.0,0.0,5.0,26.0,1.0,0.0,0.0,0.0,0.0,0.0
218,Repola,219,93,15.0,14.0,10.0,12.0,0.0,0.0,25.0,26.0,9.0,14.0,7.0,20.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
219,Repola,220,93,9.0,16.0,9.0,8.0,0.0,0.0,18.0,24.0,21.0,8.0,0.0,10.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
220,Repola,221,94,11.0,21.0,5.0,7.0,0.0,0.0,16.0,28.0,31.0,3.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
221,Repola,222,94,12.0,17.0,2.0,7.0,0.0,0.0,14.0,24.0,27.0,5.0,0.0,0.0,6.0,0.0,0.0,6.0,0.0,0.0,1.0
222,Repola,223,94,10.0,21.0,11.0,4.0,0.0,0.0,21.0,25.0,29.0,8.0,0.0,0.0,9.0,0.0,0.0,1.0,0.0,0.0,0.0
223,Repola,224,94,12.0,14.0,3.0,7.0,0.0,0.0,15.0,21.0,25.0,2.0,0.0,0.0,8.0,1.0,0.0,5.0,0.0,0.0,0.0
224,Repola,225,94,10.0,17.0,4.0,5.0,0.0,0.0,14.0,22.0,20.0,10.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,1.0
225,Repola,226,94,12.0,15.0,13.0,10.0,0.0,0.0,25.0,25.0,8.0,5.0,0.0,25.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0
226,Repola,227,95,13.0,16.0,6.0,2.0,0.0,0.0,19.0,18.0,17.0,5.0,0.0,12.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
227,Repola,228,96,10.0,16.0,8.0,3.0,0.0,0.0,18.0,19.0,6.0,14.0,3.0,7.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0
228,Repola,229,97,13.0,8.0,3.0,7.0,0.0,0.0,16.0,15.0,8.0,3.0,0.0,11.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0
229,Repola,230,97,8.0,17.0,12.0,8.0,0.0,0.0,20.0,25.0,17.0,8.0,4.0,8.0,2.0,6.0,0.0,0.0,0.0,0.0,1.0
230,Repola,231,98,11.0,17.0,10.0,11.0,0.0,0.0,21.0,28.0,26.0,11.0,0.0,1.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0
231,Repola,232,98,11.0,20.0,3.0,1.0,0.0,0.0,14.0,21.0,23.0,6.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0
232,Repola,233,99,7.0,16.0,7.0,4.0,0.0,0.0,14.0,20.0,17.0,8.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0
233,Repola,234,100,12.0,15.0,8.0,8.0,0.0,0.0,20.0,23.0,26.0,3.0,3.0,3.0,8.0,0.0,0.0,6.0,0.0,0.0,0.0
234,Repola,235,101,6.0,19.0,2.0,2.0,0.0,0.0,8.0,21.0,5.0,7.0,0.0,8.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0
235,Repola,236,102,11.0,17.0,6.0,11.0,0.0,0.0,17.0,28.0,20.0,6.0,0.0,7.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0
236,Repola,237,104,10.0,13.0,5.0,3.0,0.0,0.0,15.0,16.0,12.0,9.0,1.0,5.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0
237,Repola,238,105,10.0,20.0,11.0,11.0,0.0,0.0,21.0,31.0,21.0,14.0,0.0,0.0,17.0,0.0,0.0,10.0,0.0,0.0,0.0
238,Repola,239,106,11.0,23.0,6.0,12.0,0.0,0.0,17.0,35.0,18.0,18.0,0.0,5.0,11.0,0.0,0.0,2.0,1.0,0.0,0.0
239,Repola,240,106,15.0,14.0,4.0,11.0,0.0,0.0,19.0,25.0,7.0,10.0,1.0,23.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0
240,Repola,241,107,9.0,22.0,10.0,4.0,0.0,0.0,19.0,26.0,28.0,2.0,0.0,0.0,14.0,1.0,0.0,0.0,0.0,0.0,1.0
241,Repola,242,107,9.0,18.0,4.0,5.0,0.0,0.0,13.0,23.0,25.0,0.0,0.0,1.0,10.0,0.0,0.0,1.0,0.0,0.0,0.0
242,Repola,243,107,8.0,18.0,8.0,5.0,0.0,0.0,16.0,23.0,19.0,11.0,0.0,0.0,4.0,5.0,0.0,4.0,0.0,0.0,1.0
243,Repola,244,107,10.0,16.0,9.0,14.0,0.0,0.0,19.0,30.0,20.0,17.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0
244,Repola,245,107,9.0,24.0,4.0,3.0,0.0,0.0,13.0,27.0,10.0,5.0,0.0,7.0,18.0,0.0,0.0,0.0,0.0,0.0,2.0
245,Repola,246,114,8.0,23.0,2.0,1.0,0.0,0.0,10.0,24.0,14.0,4.0,0.0,4.0,12.0,0.0,0.0,6.0,0.0,0.0,0.0
246,Repola,247,115,13.0,14.0,2.0,9.0,0.0,0.0,15.0,23.0,15.0,7.0,0.0,7.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0
247,Repola,248,115,7.0,22.0,9.0,4.0,0.0,0.0,16.0,26.0,30.0,2.0,0.0,0.0,10.0,0.0,0.0,2.0,0.0,0.0,0.0
248,Repola,249,116,10.0,13.0,2.0,5.0,0.0,0.0,12.0,18.0,10.0,6.0,0.0,2.0,9.0,3.0,0.0,3.0,0.0,0.0,2.0
249,Repola,250,116,2.0,5.0,2.0,3.0,0.0,0.0,4.0,8.0,2.0,8.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
250,Anina,251,1,12.0,20.0,0.0,2.0,0.0,0.0,12.0,22.0,6.0,21.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
251,Anina,252,1,4.0,41.0,0.0,0.0,0.0,0.0,4.0,41.0,1.0,32.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0
252,Anina,253,1,7.0,36.0,0.0,2.0,0.0,0.0,7.0,38.0,1.0,2.0,0.0,11.0,28.0,3.0,0.0,0.0,0.0,0.0,0.0
253,Anina,254,8,11.0,16.0,6.0,6.0,0.0,0.0,17.0,22.0,2.0,16.0,0.0,7.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0
254,Anina,255,9,11.0,13.0,9.0,5.0,0.0,0.0,20.0,18.0,6.0,16.0,0.0,8.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0
255,Anina,256,9,13.0,16.0,6.0,2.0,0.0,0.0,19.0,18.0,12.0,18.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0
256,Anina,257,9,9.0,14.0,3.0,6.0,0.0,0.0,12.0,20.0,4.0,11.0,0.0,9.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0
257,Anina,258,13,3.0,17.0,0.0,3.0,0.0,0.0,3.0,20.0,4.0,9.0,0.0,2.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0
258,Anina,259,17,10.0,18.0,5.0,11.0,0.0,0.0,15.0,29.0,16.0,15.0,0.0,7.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0
259,Anina,260,21,10.0,12.0,7.0,7.0,0.0,0.0,17.0,19.0,14.0,17.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
260,Anina,261,28,6.0,9.0,7.0,2.0,0.0,0.0,13.0,11.0,9.0,4.0,0.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
261,Anina,262,29,5.0,25.0,2.0,1.0,0.0,0.0,7.0,26.0,1.0,14.0,0.0,5.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0
262,Anina,263,32,12.0,14.0,6.0,11.0,0.0,0.0,18.0,25.0,5.0,14.0,0.0,18.0,5.0,1.0,0.0,0.0,0.0,0.0,1.0
263,Anina,264,34,12.0,18.0,5.0,3.0,0.0,0.0,17.0,21.0,10.0,18.0,0.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
264,Anina,265,36,8.0,12.0,6.0,1.0,0.0,0.0,14.0,13.0,2.0,18.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
265,Anina,266,37,10.0,11.0,5.0,8.0,0.0,0.0,15.0,19.0,4.0,8.0,0.0,20.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
266,Anina,267,39,15.0,19.0,11.0,12.0,0.0,0.0,26.0,31.0,5.0,11.0,0.0,38.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0
267,Anina,268,44,9.0,16.0,2.0,9.0,0.0,0.0,11.0,25.0,9.0,7.0,0.0,17.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
268,Anina,269,44,11.0,17.0,6.0,7.0,0.0,0.0,17.0,24.0,5.0,18.0,0.0,16.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
269,Anina,270,46,9.0,15.0,8.0,7.0,0.0,0.0,17.0,22.0,8.0,20.0,0.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
270,Anina,271,49,9.0,19.0,9.0,4.0,0.0,0.0,18.0,17.0,18.0,9.0,0.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
271,Anina,272,50,12.0,16.0,9.0,6.0,0.0,0.0,21.0,22.0,0.0,22.0,4.0,15.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
272,Anina,273,51,13.0,13.0,13.0,6.0,0.0,0.0,26.0,19.0,9.0,15.0,0.0,19.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0
273,Anina,274,53,15.0,14.0,6.0,6.0,0.0,0.0,21.0,20.0,11.0,19.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
274,Anina,275,55,11.0,11.0,8.0,5.0,0.0,0.0,19.0,16.0,15.0,5.0,0.0,5.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0
275,Anina,276,57,11.0,13.0,11.0,10.0,0.0,0.0,22.0,23.0,1.0,9.0,1.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
276,Anina,277,59,6.0,13.0,4.0,5.0,0.0,0.0,10.0,18.0,0.0,9.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
277,Anina,278,61,14.0,12.0,10.0,8.0,0.0,0.0,24.0,20.0,3.0,19.0,5.0,15.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
278,Anina,279,63,12.0,17.0,12.0,6.0,0.0,0.0,24.0,23.0,12.0,11.0,0.0,21.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
279,Anina,280,64,8.0,10.0,0.0,8.0,0.0,0.0,8.0,18.0,0.0,3.0,0.0,17.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0
280,Anina,281,65,15.0,16.0,5.0,4.0,0.0,0.0,20.0,20.0,1.0,10.0,0.0,28.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
281,Anina,282,66,8.0,13.0,3.0,6.0,0.0,0.0,11.0,19.0,1.0,10.0,0.0,17.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
282,Anina,283,69,13.0,13.0,6.0,11.0,0.0,0.0,19.0,24.0,8.0,12.0,2.0,18.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0
283,Anina,284,75,12.0,12.0,8.0,6.0,0.0,0.0,20.0,18.0,1.0,8.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
284,Anina,285,76,14.0,15.0,5.0,6.0,0.0,0.0,19.0,21.0,7.0,9.0,0.0,22.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
285,Anina,286,78,8.0,8.0,5.0,11.0,0.0,0.0,13.0,19.0,8.0,7.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
286,Anina,287,79,13.0,11.0,8.0,5.0,0.0,0.0,21.0,16.0,5.0,13.0,0.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
287,Anina,288,80,12.0,15.0,9.0,10.0,0.0,0.0,21.0,25.0,6.0,17.0,0.0,21.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0
288,Anina,289,82,8.0,11.0,5.0,7.0,0.0,0.0,13.0,18.0,5.0,14.0,4.0,2.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0
289,Anina,290,85,11.0,12.0,9.0,4.0,0.0,0.0,20.0,16.0,6.0,9.0,3.0,11.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0
290,Anina,291,86,11.0,13.0,5.0,5.0,0.0,0.0,16.0,18.0,13.0,17.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
291,Anina,292,87,13.0,15.0,14.0,15.0,0.0,0.0,27.0,30.0,16.0,31.0,3.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
292,Anina,293,89,13.0,11.0,3.0,4.0,0.0,0.0,16.0,15.0,6.0,15.0,3.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
293,Anina,294,89,13.0,13.0,2.0,5.0,0.0,0.0,15.0,18.0,13.0,12.0,0.0,2.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0
294,Anina,295,90,11.0,15.0,4.0,8.0,0.0,0.0,15.0,23.0,11.0,22.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
295,Anina,296,91,7.0,18.0,11.0,8.0,0.0,0.0,18.0,26.0,22.0,16.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
296,Anina,297,91,14.0,22.0,7.0,5.0,0.0,0.0,21.0,27.0,20.0,22.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0
297,Anina,298,91,7.0,17.0,6.0,9.0,0.0,0.0,13.0,26.0,10.0,20.0,0.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0
298,Anina,299,91,12.0,13.0,11.0,10.0,0.0,0.0,23.0,23.0,21.0,8.0,0.0,8.0,7.0,2.0,0.0,0.0,0.0,0.0,1.0
299,Anina,300,93,14.0,15.0,5.0,9.0,0.0,0.0,19.0,24.0,31.0,4.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
300,Anina,301,93,10.0,15.0,3.0,8.0,0.0,0.0,13.0,23.0,25.0,9.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0
301,Anina,302,93,9.0,19.0,1.0,3.0,0.0,0.0,10.0,22.0,21.0,8.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
302,Anina,303,93,9.0,14.0,6.0,5.0,0.0,0.0,15.0,19.0,4.0,15.0,0.0,5.0,9.0,1.0,0.0,0.0,0.0,0.0,2.0
303,Anina,304,95,13.0,11.0,8.0,10.0,0.0,0.0,21.0,21.0,6.0,19.0,0.0,7.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0
304,Anina,305,98,10.0,10.0,6.0,6.0,0.0,0.0,16.0,16.0,5.0,19.0,0.0,3.0,4.0,1.0,0.0,1.0,0.0,0.0,1.0
305,Anina,306,101,12.0,13.0,5.0,16.0,0.0,0.0,17.0,29.0,23.0,12.0,3.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
306,Anina,307,102,10.0,17.0,15.0,10.0,0.0,0.0,25.0,27.0,0.0,10.0,3.0,31.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0
307,Anina,308,103,13.0,17.0,9.0,15.0,0.0,0.0,22.0,32.0,8.0,23.0,4.0,17.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
308,Anina,309,104,10.0,18.0,3.0,9.0,0.0,0.0,13.0,27.0,9.0,16.0,0.0,7.0,8.0,0.0,0.0,0.0,0.0,1.0,0.0
309,Anina,310,105,8.0,14.0,5.0,3.0,0.0,0.0,13.0,17.0,4.0,10.0,2.0,11.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0
310,Anina,311,106,10.0,12.0,8.0,10.0,0.0,0.0,18.0,22.0,2.0,21.0,0.0,14.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
311,Anina,312,108,8.0,15.0,7.0,6.0,0.0,0.0,15.0,21.0,10.0,18.0,0.0,5.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
312,Anina,313,110,9.0,17.0,5.0,3.0,0.0,0.0,14.0,20.0,7.0,12.0,1.0,9.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
313,Anina,314,111,14.0,9.0,4.0,2.0,0.0,0.0,18.0,11.0,9.0,3.0,0.0,15.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0
314,Anina,315,113,12.0,17.0,7.0,11.0,0.0,0.0,19.0,28.0,11.0,22.0,3.0,7.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0
315,Anina,316,113,13.0,17.0,9.0,9.0,0.0,0.0,22.0,26.0,8.0,20.0,2.0,16.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
316,Anina,317,113,6.0,19.0,8.0,2.0,0.0,0.0,14.0,21.0,3.0,11.0,0.0,20.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
317,Anina,318,115,15.0,15.0,8.0,12.0,0.0,0.0,23.0,27.0,0.0,16.0,5.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
318,Anina,319,115,7.0,14.0,2.0,8.0,0.0,0.0,9.0,22.0,1.0,8.0,0.0,21.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
319,Anina,320,117,9.0,16.0,16.0,11.0,0.0,0.0,25.0,27.0,7.0,21.0,0.0,20.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
