,district,page_number,representative_plot,taxpayer_men,taxpayer_women,no_tax_men,no_tax_women,in_russia_men,in_russia_women,total_men,total_women,independent,white_collar,worker_industry,worker_other,servants,other,non_resident,orthodox,other_christian,other_religion,draftable
22,Valli,23,44,9.0,22.0,5.0,10.0,0.0,0.0,14.0,32.0,25.0,7.0,0.0,1.0,13.0,0.0,0.0,0.0,0.0,0.0,1.0
23,Valli,24,45,9.0,19.0,6.0,4.0,0.0,0.0,15.0,23.0,8.0,7.0,0.0,4.0,15.0,1.0,1.0,0.0,0.0,0.0,1.0
24,Valli,25,46,10.0,27.0,16.0,17.0,0.0,0.0,26.0,44.0,25.0,28.0,0.0,0.0,15.0,2.0,0.0,0.0,0.0,0.0,1.0
25,Valli,26,46,12.0,27.0,5.0,5.0,0.0,0.0,17.0,32.0,29.0,6.0,0.0,0.0,13.0,1.0,0.0,0.0,0.0,4.0,0.0
26,Valli,27,46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,Valli,28,48,12.0,12.0,7.0,8.0,0.0,0.0,19.0,20.0,8.0,12.0,0.0,8.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0
28,Valli,29,50,12.0,17.0,7.0,11.0,0.0,0.0,19.0,28.0,17.0,12.0,0.0,12.0,4.0,2.0,0.0,1.0,0.0,0.0,0.0
29,Valli,30,51,12.0,27.0,5.0,7.0,0.0,0.0,17.0,34.0,20.0,10.0,0.0,2.0,19.0,0.0,0.0,5.0,0.0,0.0,0.0
30,Valli,31,52,10.0,24.0,4.0,8.0,0.0,0.0,14.0,37.0,26.0,0.0,0.0,11.0,12.0,2.0,0.0,7.0,0.0,0.0,0.0
31,Valli,32,54,9.0,18.0,2.0,3.0,0.0,0.0,11.0,21.0,12.0,7.0,0.0,1.0,11.0,1.0,0.0,0.0,0.0,0.0,1.0
32,Valli,33,54,7.0,15.0,7.0,5.0,0.0,0.0,14.0,20.0,16.0,6.0,0.0,5.0,7.0,0.0,0.0,2.0,0.0,0.0,0.0
33,Valli,34,57,7.0,17.0,2.0,7.0,0.0,0.0,9.0,24.0,14.0,10.0,0.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0
34,Valli,35,57,4.0,36.0,4.0,0.0,0.0,0.0,8.0,36.0,0.0,4.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0
35,Valli,36,58,10.0,14.0,5.0,4.0,0.0,0.0,15.0,18.0,12.0,10.0,0.0,2.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0
36,Valli,37,60,9.0,24.0,6.0,8.0,0.0,0.0,15.0,32.0,24.0,9.0,0.0,0.0,14.0,0.0,0.0,2.0,0.0,0.0,0.0
37,Valli,38,61,13.0,20.0,9.0,6.0,0.0,0.0,22.0,26.0,23.0,10.0,0.0,7.0,8.0,0.0,0.0,0.0,3.0,0.0,2.0
38,Valli,39,63,11.0,21.0,9.0,8.0,0.0,0.0,20.0,29.0,25.0,8.0,0.0,1.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0
39,Valli,40,64,7.0,23.0,2.0,2.0,0.0,0.0,9.0,25.0,11.0,13.0,0.0,4.0,5.0,1.0,0.0,1.0,0.0,0.0,0.0
40,Valli,41,64,8.0,17.0,6.0,10.0,0.0,0.0,14.0,27.0,11.0,7.0,0.0,5.0,15.0,3.0,0.0,0.0,0.0,0.0,0.0
41,Valli,42,65,11.0,19.0,3.0,6.0,0.0,0.0,14.0,25.0,14.0,8.0,0.0,8.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0
42,Valli,43,66,12.0,15.0,9.0,13.0,21.0,0.0,21.0,28.0,8.0,0.0,0.0,27.0,13.0,1.0,0.0,3.0,0.0,0.0,1.0
43,Valli,44,67,7.0,21.0,0.0,6.0,0.0,0.0,7.0,27.0,12.0,5.0,0.0,5.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0
44,Valli,45,68,6.0,18.0,7.0,5.0,0.0,0.0,13.0,23.0,17.0,11.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
45,Valli,46,69,8.0,18.0,10.0,6.0,0.0,0.0,18.0,24.0,18.0,16.0,0.0,4.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0
46,Valli,47,70,8.0,23.0,10.0,7.0,0.0,0.0,18.0,30.0,21.0,9.0,0.0,6.0,7.0,5.0,0.0,0.0,0.0,0.0,0.0
47,Valli,48,71,12.0,14.0,5.0,7.0,0.0,0.0,17.0,21.0,15.0,6.0,0.0,7.0,8.0,2.0,0.0,4.0,0.0,0.0,1.0
48,Valli,49,72,8.0,19.0,5.0,6.0,0.0,0.0,13.0,25.0,13.0,6.0,0.0,6.0,7.0,6.0,0.0,0.0,0.0,0.0,0.0
49,Valli,50,73,8.0,18.0,6.0,7.0,0.0,0.0,14.0,25.0,19.0,5.0,0.0,1.0,9.0,5.0,0.0,0.0,0.0,0.0,0.0
50,Valli,51,75,10.0,15.0,7.0,5.0,0.0,0.0,17.0,20.0,17.0,9.0,0.0,5.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0
51,Valli,52,79,4.0,19.0,6.0,9.0,13.0,0.0,13.0,28.0,20.0,11.0,0.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0
52,Valli,53,81,7.0,14.0,2.0,5.0,0.0,0.0,9.0,19.0,10.0,5.0,0.0,4.0,9.0,0.0,0.0,5.0,0.0,0.0,0.0
53,Valli,54,85,9.0,13.0,4.0,7.0,0.0,0.0,13.0,20.0,11.0,6.0,0.0,11.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
54,Valli,55,86,4.0,17.0,4.0,3.0,0.0,0.0,8.0,20.0,12.0,8.0,0.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
55,Valli,56,89,7.0,18.0,8.0,6.0,0.0,0.0,15.0,24.0,15.0,18.0,0.0,0.0,0.0,6.0,0.0,3.0,0.0,0.0,0.0
56,Valli,57,92,8.0,21.0,10.0,7.0,0.0,0.0,18.0,28.0,9.0,16.0,0.0,12.0,9.0,0.0,0.0,2.0,0.0,0.0,1.0
57,Valli,58,94,8.0,16.0,7.0,8.0,0.0,0.0,15.0,24.0,6.0,6.0,0.0,11.0,13.0,3.0,0.0,5.0,0.0,0.0,0.0
58,Valli,59,97,8.0,13.0,6.0,3.0,0.0,0.0,14.0,16.0,8.0,11.0,0.0,4.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0
59,Valli,60,102,15.0,13.0,5.0,11.0,0.0,0.0,20.0,24.0,16.0,15.0,0.0,5.0,4.0,4.0,0.0,0.0,0.0,0.0,1.0
60,Valli,61,104,10.0,17.0,6.0,13.0,0.0,0.0,16.0,30.0,12.0,11.0,0.0,11.0,7.0,5.0,0.0,0.0,0.0,0.0,0.0
61,Valli,62,106,12.0,29.0,12.0,10.0,0.0,0.0,24.0,30.0,24.0,13.0,0.0,13.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0
62,Valli,63,109,14.0,14.0,5.0,4.0,0.0,0.0,19.0,18.0,11.0,11.0,3.0,7.0,5.0,0.0,0.0,1.0,0.0,0.0,1.0
63,Valli,64,111,8.0,18.0,11.0,15.0,0.0,0.0,19.0,33.0,26.0,1.0,0.0,15.0,9.0,1.0,0.0,12.0,0.0,0.0,1.0
64,Valli,65,114,7.0,20.0,7.0,9.0,0.0,0.0,11.0,29.0,25.0,2.0,0.0,3.0,10.0,0.0,0.0,0.0,0.0,5.0,0.0
65,Valli,66,116,9.0,18.0,3.0,1.0,0.0,0.0,12.0,19.0,3.0,20.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,2.0,1.0
66,Valli,67,117,5.0,25.0,10.0,7.0,0.0,0.0,15.0,32.0,6.0,9.0,0.0,0.0,20.0,4.0,0.0,2.0,0.0,0.0,0.0
67,Valli,68,119,8.0,12.0,6.0,8.0,0.0,0.0,14.0,20.0,16.0,8.0,0.0,6.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0
68,Valli,69,120,11.0,16.0,8.0,6.0,0.0,0.0,19.0,22.0,11.0,20.0,0.0,3.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0
69,Valli,70,122,7.0,20.0,2.0,3.0,0.0,0.0,9.0,20.0,13.0,12.0,0.0,0.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0
70,Valli,71,122,8.0,21.0,6.0,3.0,0.0,0.0,14.0,24.0,17.0,6.0,0.0,8.0,7.0,0.0,0.0,13.0,0.0,0.0,0.0
71,Valli,72,125,7.0,16.0,8.0,5.0,0.0,0.0,15.0,21.0,12.0,15.0,0.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0
72,Valli,73,126,11.0,17.0,12.0,14.0,0.0,0.0,23.0,31.0,29.0,12.0,0.0,11.0,5.0,9.0,0.0,4.0,0.0,0.0,2.0
73,Valli,74,127,10.0,15.0,7.0,7.0,0.0,0.0,17.0,22.0,19.0,7.0,7.0,2.0,7.0,0.0,0.0,6.0,0.0,0.0,0.0
74,Valli,75,128,6.0,17.0,2.0,5.0,0.0,0.0,8.0,22.0,6.0,4.0,1.0,15.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
75,Valli,76,129,15.0,15.0,13.0,7.0,0.0,0.0,28.0,22.0,17.0,23.0,0.0,8.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
76,Valli,77,130,10.0,17.0,10.0,7.0,0.0,0.0,20.0,24.0,14.0,6.0,0.0,5.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0
77,Valli,78,134,13.0,9.0,8.0,12.0,0.0,0.0,21.0,21.0,12.0,24.0,0.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,1.0
78,Valli,79,135,13.0,14.0,6.0,6.0,0.0,0.0,19.0,20.0,0.0,32.0,0.0,2.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0
79,Valli,80,136,8.0,16.0,6.0,8.0,0.0,0.0,14.0,24.0,23.0,5.0,1.0,0.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0
80,Valli,81,140,4.0,19.0,4.0,7.0,0.0,0.0,8.0,26.0,7.0,12.0,0.0,10.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
81,Valli,82,141,3.0,30.0,3.0,5.0,0.0,0.0,6.0,35.0,10.0,4.0,0.0,1.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0
82,Valli,83,143,7.0,27.0,4.0,10.0,0.0,0.0,11.0,38.0,34.0,2.0,0.0,0.0,12.0,0.0,0.0,1.0,0.0,0.0,0.0
83,Valli,84,143,7.0,25.0,4.0,10.0,0.0,0.0,11.0,35.0,19.0,7.0,0.0,2.0,16.0,2.0,0.0,0.0,0.0,0.0,0.0
84,Valli,85,143,6.0,21.0,8.0,6.0,0.0,0.0,14.0,27.0,17.0,17.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0
85,Valli,86,143,13.0,18.0,9.0,5.0,0.0,0.0,22.0,20.0,0.0,24.0,2.0,9.0,9.0,1.0,0.0,0.0,0.0,0.0,2.0
86,Valli,87,144,6.0,15.0,6.0,8.0,0.0,0.0,12.0,23.0,5.0,14.0,0.0,5.0,10.0,1.0,0.0,6.0,0.0,0.0,0.0
87,Valli,88,150,12.0,13.0,6.0,6.0,0.0,0.0,18.0,19.0,24.0,6.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
88,Valli,89,150,17.0,18.0,7.0,7.0,0.0,0.0,24.0,25.0,28.0,1.0,0.0,4.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0
89,Valli,90,152,10.0,18.0,10.0,12.0,0.0,0.0,20.0,30.0,32.0,6.0,0.0,0.0,11.0,1.0,0.0,1.0,0.0,13.0,0.0
90,Valli,91,152,9.0,18.0,7.0,6.0,0.0,0.0,16.0,24.0,23.0,3.0,0.0,0.0,11.0,3.0,0.0,0.0,0.0,0.0,0.0
91,Valli,92,152,11.0,19.0,7.0,4.0,0.0,0.0,18.0,23.0,20.0,10.0,1.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
92,Valli,93,152,4.0,15.0,1.0,1.0,0.0,0.0,9.0,16.0,5.0,14.0,0.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0
93,Valli,94,153,8.0,14.0,6.0,6.0,0.0,0.0,14.0,20.0,18.0,5.0,0.0,4.0,5.0,2.0,0.0,17.0,0.0,0.0,1.0
94,Valli,95,156,10.0,17.0,11.0,9.0,0.0,0.0,21.0,26.0,10.0,4.0,9.0,8.0,15.0,1.0,0.0,0.0,0.0,0.0,1.0
95,Valli,96,162,12.0,14.0,3.0,4.0,0.0,0.0,15.0,18.0,4.0,26.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0
96,Valli,97,167,7.0,15.0,5.0,6.0,0.0,0.0,12.0,21.0,9.0,14.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
97,Valli,98,173,8.0,21.0,10.0,20.0,0.0,0.0,18.0,41.0,44.0,2.0,0.0,0.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0
98,Valli,99,175,9.0,10.0,5.0,2.0,0.0,0.0,14.0,12.0,5.0,10.0,0.0,6.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0
99,Valli,100,178,10.0,21.0,3.0,10.0,0.0,0.0,13.0,31.0,31.0,3.0,0.0,0.0,10.0,0.0,0.0,4.0,0.0,0.0,0.0
100,Valli,101,178,7.0,18.0,5.0,13.0,0.0,0.0,12.0,31.0,22.0,12.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0
101,Valli,102,178,8.0,16.0,1.0,6.0,0.0,0.0,9.0,22.0,15.0,9.0,0.0,0.0,4.0,3.0,0.0,9.0,0.0,0.0,0.0
102,Valli,103,178,9.0,18.0,4.0,5.0,0.0,0.0,13.0,23.0,13.0,10.0,0.0,11.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
103,Valli,104,178,3.0,8.0,3.0,6.0,0.0,0.0,6.0,14.0,0.0,3.0,0.0,6.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0
104,Salakkalahti,105,2,10.0,17.0,7.0,7.0,0.0,0.0,17.0,24.0,16.0,9.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,1.0
105,Salakkalahti,106,5,9.0,13.0,8.0,9.0,0.0,0.0,17.0,22.0,11.0,5.0,0.0,9.0,14.0,0.0,0.0,0.0,0.0,0.0,1.0
106,Salakkalahti,107,6,7.0,24.0,5.0,4.0,0.0,0.0,12.0,28.0,15.0,6.0,0.0,0.0,18.0,1.0,0.0,2.0,0.0,0.0,0.0
107,Salakkalahti,108,6,8.0,14.0,4.0,4.0,0.0,0.0,12.0,18.0,14.0,9.0,0.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0
108,Salakkalahti,109,6,6.0,17.0,2.0,6.0,0.0,0.0,8.0,23.0,14.0,5.0,0.0,3.0,8.0,1.0,0.0,1.0,0.0,0.0,0.0
109,Salakkalahti,110,7,8.0,18.0,5.0,4.0,0.0,0.0,13.0,22.0,24.0,4.0,0.0,0.0,7.0,0.0,0.0,9.0,0.0,0.0,1.0
110,Salakkalahti,111,7,5.0,15.0,3.0,9.0,0.0,0.0,8.0,24.0,7.0,8.0,0.0,5.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0
111,Salakkalahti,112,7,5.0,22.0,8.0,4.0,0.0,0.0,13.0,26.0,14.0,7.0,0.0,1.0,16.0,1.0,0.0,0.0,0.0,0.0,2.0
112,Salakkalahti,113,8,7.0,16.0,4.0,5.0,0.0,0.0,11.0,21.0,8.0,7.0,1.0,2.0,12.0,2.0,0.0,5.0,0.0,0.0,1.0
113,Salakkalahti,114,10,14.0,18.0,6.0,5.0,0.0,0.0,20.0,23.0,23.0,3.0,0.0,5.0,12.0,0.0,0.0,7.0,0.0,0.0,2.0
114,Salakkalahti,115,12,8.0,19.0,9.0,9.0,0.0,0.0,17.0,28.0,28.0,6.0,0.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
115,Salakkalahti,116,12,12.0,21.0,9.0,5.0,0.0,0.0,21.0,26.0,31.0,6.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
116,Salakkalahti,117,12,10.0,18.0,8.0,11.0,0.0,0.0,18.0,29.0,19.0,12.0,0.0,0.0,12.0,4.0,0.0,0.0,0.0,0.0,0.0
117,Salakkalahti,118,13,11.0,15.0,8.0,7.0,0.0,0.0,19.0,22.0,13.0,6.0,0.0,6.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0
118,Salakkalahti,119,15,6.0,15.0,7.0,6.0,0.0,0.0,13.0,21.0,10.0,4.0,0.0,2.0,16.0,2.0,0.0,0.0,0.0,0.0,0.0
119,Salakkalahti,120,16,11.0,20.0,4.0,13.0,0.0,0.0,15.0,33.0,23.0,11.0,0.0,1.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0
120,Salakkalahti,121,17,9.0,21.0,7.0,3.0,0.0,0.0,16.0,24.0,28.0,6.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0
121,Salakkalahti,122,17,6.0,21.0,9.0,11.0,0.0,0.0,15.0,32.0,32.0,3.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0
122,Salakkalahti,123,17,10.0,18.0,3.0,8.0,0.0,0.0,13.0,26.0,14.0,6.0,0.0,2.0,13.0,4.0,0.0,0.0,0.0,0.0,0.0
123,Salakkalahti,124,18,12.0,22.0,8.0,4.0,0.0,0.0,20.0,26.0,28.0,4.0,0.0,0.0,13.0,1.0,0.0,0.0,0.0,0.0,1.0
124,Salakkalahti,125,18,3.0,3.0,2.0,2.0,0.0,0.0,5.0,5.0,0.0,4.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
125,Repola,126,1,4.0,17.0,2.0,5.0,0.0,0.0,6.0,22.0,8.0,1.0,0.0,2.0,10.0,7.0,0.0,4.0,0.0,0.0,1.0
126,Repola,127,2,10.0,14.0,5.0,9.0,0.0,0.0,15.0,23.0,20.0,3.0,0.0,3.0,9.0,3.0,0.0,6.0,0.0,0.0,0.0
127,Repola,128,4,10.0,12.0,7.0,8.0,0.0,0.0,17.0,20.0,9.0,3.0,0.0,10.0,15.0,0.0,0.0,1.0,0.0,0.0,0.0
128,Repola,129,7,8.0,22.0,4.0,9.0,0.0,0.0,12.0,31.0,27.0,0.0,0.0,0.0,16.0,0.0,0.0,3.0,0.0,0.0,1.0
129,Repola,130,8,7.0,19.0,3.0,5.0,0.0,0.0,10.0,24.0,20.0,2.0,0.0,0.0,10.0,2.0,3.0,4.0,0.0,0.0,0.0
130,Repola,131,8,11.0,19.0,6.0,6.0,0.0,0.0,17.0,25.0,21.0,6.0,0.0,2.0,11.0,2.0,0.0,2.0,0.0,2.0,0.0
131,Repola,132,8,6.0,18.0,5.0,4.0,0.0,0.0,11.0,22.0,12.0,2.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,1.0
132,Repola,133,11,15.0,16.0,8.0,6.0,0.0,0.0,23.0,22.0,29.0,4.0,0.0,4.0,6.0,2.0,0.0,0.0,0.0,0.0,2.0
133,Repola,134,12,8.0,14.0,6.0,3.0,0.0,0.0,14.0,17.0,16.0,8.0,0.0,2.0,5.0,0.0,0.0,1.0,0.0,1.0,0.0
134,Repola,135,14,14.0,16.0,1.0,3.0,0.0,0.0,15.0,19.0,18.0,3.0,1.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
135,Repola,136,15,6.0,17.0,2.0,5.0,0.0,0.0,8.0,22.0,14.0,7.0,0.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
136,Repola,137,16,9.0,20.0,2.0,2.0,0.0,0.0,11.0,22.0,21.0,5.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0
137,Repola,138,16,14.0,21.0,1.0,7.0,0.0,0.0,15.0,28.0,17.0,19.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0
138,Repola,139,16,13.0,16.0,7.0,5.0,20.0,0.0,20.0,21.0,20.0,10.0,0.0,0.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0
139,Repola,140,16,7.0,20.0,1.0,8.0,0.0,0.0,8.0,28.0,8.0,18.0,0.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0
140,Repola,141,17,12.0,15.0,10.0,11.0,0.0,0.0,22.0,26.0,14.0,18.0,3.0,2.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0
141,Repola,142,18,10.0,14.0,5.0,9.0,0.0,0.0,15.0,23.0,22.0,3.0,0.0,1.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0
142,Repola,143,20,10.0,19.0,8.0,10.0,0.0,0.0,18.0,29.0,23.0,11.0,0.0,10.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
143,Repola,144,20,14.0,27.0,9.0,19.0,0.0,0.0,23.0,46.0,20.0,14.0,0.0,15.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0
144,Repola,145,20,9.0,18.0,4.0,7.0,0.0,0.0,13.0,25.0,14.0,5.0,0.0,10.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0
145,Repola,146,21,9.0,18.0,7.0,7.0,0.0,0.0,16.0,25.0,29.0,4.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,4.0
146,Repola,147,21,12.0,17.0,8.0,11.0,0.0,0.0,20.0,28.0,36.0,3.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0
147,Repola,148,21,9.0,13.0,7.0,11.0,0.0,0.0,16.0,24.0,22.0,12.0,0.0,1.0,4.0,1.0,0.0,2.0,0.0,0.0,0.0
148,Repola,149,21,9.0,16.0,3.0,1.0,0.0,0.0,12.0,17.0,17.0,6.0,0.0,0.0,5.0,1.0,0.0,2.0,0.0,0.0,0.0
149,Repola,150,21,11.0,16.0,3.0,6.0,0.0,0.0,14.0,22.0,15.0,11.0,0.0,3.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0
150,Repola,151,21,9.0,18.0,5.0,5.0,0.0,0.0,14.0,23.0,21.0,12.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0
151,Repola,152,22,13.0,14.0,7.0,5.0,0.0,0.0,20.0,19.0,11.0,8.0,0.0,12.0,7.0,1.0,0.0,2.0,0.0,0.0,0.0
152,Repola,153,22,13.0,13.0,3.0,5.0,0.0,0.0,16.0,18.0,11.0,5.0,0.0,9.0,9.0,0.0,0.0,4.0,0.0,0.0,1.0
153,Repola,154,22,7.0,19.0,3.0,2.0,0.0,0.0,10.0,21.0,5.0,2.0,0.0,4.0,20.0,0.0,0.0,1.0,0.0,0.0,2.0
154,Repola,155,23,10.0,12.0,13.0,7.0,0.0,0.0,23.0,19.0,25.0,1.0,0.0,11.0,5.0,0.0,1.0,4.0,0.0,0.0,0.0
155,Repola,156,26,11.0,23.0,8.0,12.0,0.0,0.0,19.0,35.0,37.0,0.0,0.0,5.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0
156,Repola,157,28,9.0,20.0,6.0,6.0,0.0,0.0,15.0,26.0,20.0,9.0,0.0,5.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0
157,Repola,158,29,14.0,15.0,5.0,5.0,0.0,0.0,19.0,20.0,16.0,14.0,1.0,6.0,2.0,0.0,0.0,9.0,0.0,1.0,0.0
158,Repola,159,30,10.0,18.0,6.0,5.0,0.0,0.0,16.0,20.0,21.0,2.0,0.0,4.0,11.0,1.0,0.0,5.0,0.0,7.0,0.0
