,district,page_number,representative_plot,taxpayer_men,taxpayer_women,no_tax_men,no_tax_women,in_russia_men,in_russia_women,total_men,total_women,independent,white_collar,worker_industry,worker_other,servants,other,non_resident,orthodox,other_christian,other_religion,draftable
156,Pietarin_esikaupunki,152,163,17.0,20.0,7.0,8.0,0.0,0.0,24.0,28.0,19.0,18.0,2.0,8.0,2.0,3.0,0.0,1.0,0.0,0.0,2.0
157,Pietarin_esikaupunki,153,173,14.0,16.0,7.0,6.0,0.0,0.0,21.0,22.0,15.0,9.0,3.0,4.0,4.0,8.0,0.0,0.0,0.0,0.0,3.0
158,Pietarin_esikaupunki,154,175,15.0,19.0,7.0,8.0,0.0,0.0,22.0,27.0,15.0,6.0,1.0,20.0,4.0,3.0,0.0,1.0,0.0,0.0,0.0
159,Pietarin_esikaupunki,155,192,15.0,24.0,11.0,5.0,0.0,0.0,26.0,29.0,15.0,16.0,0.0,9.0,10.0,5.0,0.0,0.0,0.0,0.0,0.0
160,Pietarin_esikaupunki,156,196,16.0,18.0,10.0,18.0,0.0,0.0,26.0,36.0,23.0,6.0,1.0,23.0,0.0,7.0,0.0,0.0,0.0,0.0,2.0
161,Pietarin_esikaupunki,157,226,13.0,23.0,7.0,5.0,0.0,0.0,20.0,28.0,15.0,6.0,1.0,16.0,5.0,5.0,0.0,3.0,0.0,0.0,0.0
162,Pietarin_esikaupunki,158,262,10.0,26.0,9.0,8.0,0.0,0.0,19.0,34.0,26.0,14.0,0.0,3.0,8.0,2.0,0.0,5.0,0.0,0.0,0.0
163,Pietarin_esikaupunki,159,271,16.0,31.0,10.0,10.0,0.0,0.0,26.0,41.0,14.0,42.0,0.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0
164,Pietarin_esikaupunki,160,280,15.0,28.0,14.0,8.0,0.0,0.0,29.0,36.0,12.0,32.0,0.0,3.0,10.0,8.0,0.0,2.0,0.0,0.0,2.0
165,Pietarin_esikaupunki,161,293,19.0,32.0,9.0,13.0,0.0,0.0,28.0,45.0,18.0,49.0,0.0,6.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0
166,Pietarin_esikaupunki,162,293,21.0,22.0,17.0,17.0,0.0,0.0,38.0,39.0,4.0,70.0,0.0,2.0,1.0,0.0,0.0,7.0,0.0,0.0,0.0
167,Pietarin_esikaupunki,163,298,14.0,20.0,19.0,13.0,0.0,0.0,33.0,33.0,16.0,11.0,12.0,15.0,2.0,10.0,0.0,0.0,0.0,0.0,0.0
168,Pietarin_esikaupunki,164,309,11.0,20.0,1.0,8.0,0.0,0.0,12.0,28.0,11.0,7.0,0.0,9.0,12.0,1.0,0.0,0.0,0.0,0.0,1.0
169,Pietarin_esikaupunki,165a,318,16.0,17.0,11.0,13.0,0.0,0.0,27.0,30.0,4.0,22.0,5.0,19.0,2.0,5.0,0.0,7.0,0.0,0.0,0.0
170,Pietarin_esikaupunki,165b,318,10.0,11.0,9.0,8.0,0.0,0.0,19.0,19.0,3.0,4.0,1.0,20.0,1.0,6.0,0.0,0.0,0.0,0.0,1.0
171,Anina,166,1,10.0,35.0,2.0,6.0,0.0,0.0,12.0,41.0,12.0,27.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0
172,Anina,167,9,15.0,19.0,9.0,8.0,0.0,0.0,24.0,27.0,8.0,35.0,2.0,4.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0
173,Anina,168,9,16.0,22.0,5.0,3.0,0.0,0.0,21.0,25.0,2.0,27.0,0.0,10.0,3.0,4.0,0.0,6.0,0.0,0.0,1.0
174,Anina,169,13,26.0,1.0,2.0,1.0,0.0,0.0,28.0,2.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
175,Anina,170,19,17.0,12.0,2.0,9.0,0.0,0.0,19.0,21.0,4.0,17.0,0.0,13.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0
176,Anina,171,29,6.0,22.0,11.0,17.0,0.0,0.0,17.0,49.0,1.0,9.0,0.0,10.0,10.0,26.0,0.0,3.0,0.0,0.0,0.0
177,Anina,172,33,17.0,17.0,10.0,17.0,0.0,0.0,27.0,24.0,10.0,10.0,3.0,22.0,3.0,3.0,0.0,3.0,0.0,0.0,1.0
178,Anina,173,36,17.0,21.0,10.0,12.0,0.0,0.0,27.0,33.0,22.0,17.0,2.0,17.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
179,Anina,174,38,17.0,17.0,6.0,5.0,0.0,0.0,23.0,22.0,6.0,16.0,3.0,15.0,2.0,3.0,0.0,0.0,0.0,0.0,1.0
180,Anina,175,39,15.0,19.0,4.0,9.0,0.0,0.0,19.0,28.0,14.0,13.0,2.0,16.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
181,Anina,176,42,19.0,19.0,8.0,7.0,0.0,0.0,27.0,26.0,15.0,10.0,11.0,8.0,1.0,8.0,0.0,0.0,0.0,0.0,1.0
182,Anina,177,48,16.0,20.0,10.0,10.0,0.0,0.0,26.0,30.0,5.0,41.0,1.0,2.0,6.0,1.0,0.0,0.0,0.0,0.0,1.0
183,Anina,178,50,16.0,16.0,7.0,7.0,0.0,0.0,23.0,23.0,8.0,24.0,6.0,2.0,4.0,2.0,0.0,2.0,0.0,0.0,0.0
184,Anina,179,51,12.0,18.0,7.0,4.0,0.0,0.0,19.0,22.0,18.0,17.0,0.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
185,Anina,180,56,14.0,17.0,9.0,18.0,0.0,0.0,23.0,35.0,18.0,21.0,3.0,6.0,2.0,8.0,0.0,2.0,0.0,0.0,0.0
186,Anina,181,59,11.0,23.0,7.0,9.0,0.0,0.0,18.0,32.0,14.0,0.0,4.0,23.0,0.0,9.0,0.0,6.0,0.0,0.0,0.0
187,Anina,182,61,16.0,25.0,4.0,5.0,0.0,0.0,20.0,20.0,7.0,6.0,9.0,13.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0
188,Anina,183,64,17.0,15.0,12.0,8.0,0.0,0.0,29.0,23.0,20.0,1.0,7.0,19.0,0.0,5.0,0.0,2.0,0.0,0.0,1.0
189,Anina,184,66,17.0,23.0,4.0,4.0,0.0,0.0,21.0,27.0,22.0,5.0,0.0,13.0,2.0,6.0,0.0,0.0,0.0,0.0,2.0
190,Anina,185,74,20.0,18.0,5.0,13.0,0.0,0.0,25.0,31.0,13.0,11.0,2.0,23.0,2.0,5.0,0.0,1.0,0.0,0.0,1.0
191,Anina,186,76,17.0,20.0,6.0,13.0,0.0,0.0,23.0,33.0,18.0,15.0,0.0,11.0,3.0,9.0,0.0,1.0,0.0,0.0,0.0
192,Anina,187,79,15.0,19.0,10.0,11.0,0.0,0.0,25.0,30.0,26.0,7.0,8.0,5.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0
193,Anina,188,82,20.0,16.0,5.0,3.0,0.0,0.0,25.0,19.0,14.0,13.0,6.0,6.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0
194,Anina,189,85,13.0,17.0,10.0,7.0,0.0,0.0,23.0,24.0,18.0,3.0,14.0,3.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0
195,Anina,190,87,16.0,21.0,8.0,12.0,0.0,0.0,24.0,33.0,12.0,29.0,9.0,4.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0
196,Anina,191,89,15.0,16.0,2.0,6.0,0.0,0.0,17.0,22.0,7.0,16.0,1.0,8.0,1.0,5.0,1.0,1.0,0.0,0.0,0.0
197,Anina,192,101,16.0,23.0,9.0,5.0,0.0,0.0,25.0,28.0,18.0,16.0,2.0,12.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0
198,Anina,193,103,18.0,17.0,10.0,13.0,0.0,0.0,28.0,30.0,18.0,12.0,2.0,19.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0
199,Anina,194,104,25.0,17.0,5.0,6.0,0.0,0.0,30.0,23.0,16.0,21.0,3.0,8.0,4.0,1.0,0.0,5.0,0.0,0.0,0.0
200,Anina,195,107,15.0,22.0,7.0,5.0,0.0,0.0,22.0,27.0,19.0,4.0,0.0,24.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
201,Anina,196,110,17.0,21.0,7.0,12.0,0.0,0.0,24.0,33.0,9.0,18.0,6.0,21.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0
202,Anina,197,112,18.0,17.0,12.0,9.0,0.0,0.0,30.0,26.0,30.0,7.0,1.0,11.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0
203,Anina,198,113,16.0,20.0,6.0,4.0,0.0,0.0,22.0,24.0,3.0,4.0,9.0,24.0,2.0,4.0,0.0,2.0,0.0,0.0,0.0
204,Anina,199,114,19.0,20.0,11.0,8.0,0.0,0.0,30.0,28.0,4.0,16.0,2.0,32.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0
205,Anina,200,115,15.0,20.0,9.0,11.0,0.0,0.0,24.0,31.0,23.0,9.0,1.0,19.0,0.0,2.0,0.0,6.0,0.0,0.0,0.0
206,Anina,201,118,17.0,23.0,7.0,15.0,0.0,0.0,24.0,38.0,20.0,15.0,17.0,7.0,2.0,1.0,0.0,8.0,0.0,0.0,0.0
207,Anina,202,121,14.0,23.0,6.0,13.0,0.0,0.0,20.0,36.0,33.0,9.0,2.0,10.0,1.0,1.0,0.0,5.0,0.0,0.0,0.0
208,Anina,203,125,13.0,24.0,7.0,4.0,0.0,0.0,20.0,28.0,10.0,7.0,0.0,21.0,8.0,2.0,0.0,4.0,0.0,0.0,1.0
209,Anina,204,127,16.0,26.0,5.0,8.0,0.0,0.0,21.0,34.0,24.0,17.0,2.0,5.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0
210,Anina,205,129,15.0,21.0,10.0,9.0,0.0,0.0,25.0,30.0,22.0,8.0,13.0,7.0,3.0,2.0,0.0,6.0,0.0,0.0,1.0
211,Anina,206,131,11.0,18.0,9.0,11.0,0.0,0.0,20.0,29.0,20.0,18.0,1.0,2.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0
212,Anina,207,137,15.0,27.0,5.0,12.0,0.0,0.0,20.0,39.0,13.0,31.0,0.0,4.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0
213,Anina,208,152,22.0,18.0,14.0,23.0,0.0,0.0,36.0,41.0,3.0,63.0,2.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
214,Anina,209,168,19.0,17.0,15.0,12.0,0.0,0.0,34.0,29.0,13.0,41.0,0.0,4.0,3.0,2.0,0.0,0.0,0.0,0.0,1.0
215,Anina,210,168,12.0,20.0,7.0,9.0,0.0,0.0,19.0,29.0,8.0,18.0,1.0,6.0,2.0,13.0,0.0,3.0,0.0,0.0,0.0
216,Papula,211,16,17.0,21.0,15.0,13.0,0.0,0.0,32.0,34.0,24.0,36.0,2.0,1.0,2.0,1.0,0.0,9.0,0.0,0.0,2.0
217,Papula,212,17,20.0,15.0,6.0,10.0,0.0,0.0,26.0,25.0,3.0,36.0,1.0,3.0,3.0,5.0,0.0,0.0,0.0,0.0,2.0
218,Papula,213,18,17.0,28.0,16.0,10.0,0.0,0.0,33.0,38.0,20.0,30.0,0.0,9.0,8.0,4.0,0.0,13.0,0.0,0.0,1.0
219,Papula,214,19,18.0,18.0,13.0,12.0,0.0,0.0,31.0,30.0,20.0,31.0,3.0,1.0,3.0,3.0,0.0,6.0,0.0,0.0,1.0
220,Papula,215,22,25.0,21.0,26.0,21.0,0.0,0.0,51.0,42.0,12.0,0.0,71.0,3.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0
221,Papula,216,25,18.0,14.0,8.0,18.0,0.0,0.0,26.0,32.0,9.0,38.0,3.0,5.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
222,Papula,217,30,20.0,27.0,14.0,24.0,0.0,0.0,34.0,51.0,1.0,0.0,2.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
223,Papula,218,30,22.0,26.0,29.0,26.0,0.0,0.0,51.0,52.0,0.0,100.0,0.0,1.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0
224,Papula,219,32,23.0,16.0,17.0,13.0,0.0,0.0,40.0,29.0,24.0,30.0,2.0,2.0,2.0,9.0,0.0,0.0,0.0,0.0,1.0
225,Papula,220,33,22.0,14.0,13.0,9.0,0.0,0.0,35.0,23.0,14.0,22.0,0.0,14.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0
226,Papula,221,36,11.0,16.0,6.0,15.0,0.0,0.0,17.0,31.0,8.0,29.0,3.0,3.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0
227,Papula,222,36,18.0,11.0,5.0,13.0,0.0,0.0,23.0,24.0,1.0,26.0,1.0,12.0,2.0,5.0,0.0,0.0,0.0,0.0,1.0
228,Papula,223,36,19.0,23.0,6.0,9.0,0.0,0.0,25.0,32.0,4.0,34.0,1.0,5.0,6.0,7.0,0.0,5.0,0.0,0.0,1.0
229,Papula,224,41,17.0,28.0,9.0,11.0,0.0,0.0,26.0,39.0,41.0,8.0,0.0,5.0,11.0,0.0,0.0,13.0,1.0,0.0,0.0
230,Papula,225,56,13.0,20.0,6.0,8.0,0.0,0.0,19.0,28.0,11.0,19.0,0.0,4.0,10.0,3.0,0.0,0.0,0.0,0.0,0.0
231,Papula,226,Puutarha,16.0,12.0,8.0,5.0,0.0,0.0,24.0,17.0,7.0,21.0,11.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0
232,Papula,227a,288,2.0,3.0,4.0,7.0,0.0,0.0,6.0,10.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
233,Papula,227b,288,0.0,0.0,108.0,117.0,0.0,0.0,108.0,117.0,0.0,0.0,0.0,0.0,0.0,225.0,0.0,15.0,0.0,0.0,0.0
234,Pantsarlahti,230,1,4.0,9.0,2.0,0.0,0.0,0.0,6.0,9.0,5.0,0.0,0.0,4.0,5.0,1.0,0.0,3.0,0.0,0.0,0.0
235,Pantsarlahti,231,3,10.0,18.0,9.0,6.0,0.0,0.0,19.0,24.0,24.0,8.0,0.0,4.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0
236,Pantsarlahti,232,4,10.0,34.0,17.0,16.0,0.0,0.0,27.0,50.0,59.0,2.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0
237,Pantsarlahti,233,6,15.0,17.0,6.0,21.0,0.0,0.0,21.0,38.0,37.0,0.0,1.0,12.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0
238,Pantsarlahti,234,7,12.0,22.0,7.0,8.0,0.0,0.0,19.0,30.0,26.0,4.0,1.0,8.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
239,Pantsarlahti,235,10,11.0,20.0,1.0,4.0,0.0,0.0,12.0,24.0,14.0,6.0,0.0,0.0,8.0,8.0,0.0,4.0,0.0,0.0,0.0
240,Pantsarlahti,236,13,11.0,21.0,5.0,12.0,0.0,0.0,16.0,33.0,27.0,2.0,0.0,9.0,11.0,0.0,0.0,9.0,0.0,0.0,0.0
241,Pantsarlahti,237,14,20.0,13.0,8.0,9.0,0.0,0.0,28.0,22.0,8.0,0.0,9.0,23.0,0.0,10.0,0.0,0.0,0.0,0.0,1.0
242,Pantsarlahti,238,15,12.0,26.0,11.0,6.0,0.0,0.0,23.0,32.0,33.0,3.0,2.0,5.0,12.0,0.0,0.0,1.0,0.0,0.0,0.0
243,Pantsarlahti,239,19,12.0,23.0,0.0,4.0,0.0,0.0,12.0,27.0,22.0,6.0,1.0,2.0,7.0,1.0,0.0,0.0,0.0,0.0,2.0
244,Pantsarlahti,240,20,11.0,25.0,5.0,10.0,0.0,0.0,16.0,35.0,31.0,3.0,0.0,5.0,9.0,3.0,0.0,0.0,0.0,1.0,0.0
245,Pantsarlahti,241,21,13.0,31.0,9.0,8.0,0.0,0.0,22.0,39.0,41.0,3.0,1.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0
246,Pantsarlahti,242,22,16.0,21.0,12.0,9.0,0.0,0.0,28.0,30.0,32.0,3.0,2.0,10.0,10.0,1.0,0.0,1.0,0.0,0.0,0.0
247,Pantsarlahti,243,23,12.0,22.0,7.0,7.0,0.0,0.0,19.0,29.0,19.0,5.0,4.0,7.0,8.0,5.0,0.0,0.0,0.0,0.0,1.0
248,Pantsarlahti,244,25,10.0,27.0,1.0,7.0,0.0,0.0,11.0,34.0,30.0,3.0,0.0,1.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0
249,Pantsarlahti,245,25,12.0,23.0,10.0,8.0,0.0,0.0,22.0,31.0,40.0,0.0,0.0,2.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0
250,Pantsarlahti,246,28,13.0,21.0,7.0,16.0,0.0,0.0,20.0,37.0,26.0,3.0,0.0,22.0,6.0,0.0,0.0,0.0,0.0,0.0,2.0
251,Pantsarlahti,247,29,13.0,21.0,9.0,8.0,0.0,0.0,22.0,29.0,27.0,0.0,0.0,14.0,6.0,4.0,0.0,0.0,0.0,0.0,3.0
252,Pantsarlahti,248,32,17.0,19.0,6.0,9.0,0.0,0.0,23.0,28.0,34.0,4.0,0.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0
253,Pantsarlahti,249,34,9.0,21.0,1.0,4.0,0.0,0.0,10.0,25.0,16.0,2.0,2.0,4.0,8.0,3.0,0.0,3.0,0.0,0.0,0.0
254,Pantsarlahti,250,36,12.0,28.0,7.0,8.0,0.0,0.0,19.0,36.0,34.0,5.0,0.0,7.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0
255,Pantsarlahti,251,37,11.0,26.0,2.0,8.0,0.0,0.0,13.0,34.0,25.0,5.0,1.0,1.0,6.0,9.0,0.0,3.0,0.0,0.0,0.0
256,Pantsarlahti,252,39,16.0,24.0,8.0,10.0,0.0,0.0,24.0,34.0,20.0,13.0,4.0,13.0,8.0,0.0,0.0,1.0,0.0,0.0,1.0
257,Pantsarlahti,253,40,13.0,27.0,2.0,8.0,0.0,0.0,15.0,35.0,32.0,2.0,0.0,5.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0
258,Pantsarlahti,254,41,13.0,19.0,6.0,13.0,0.0,0.0,19.0,32.0,21.0,5.0,5.0,13.0,2.0,5.0,0.0,4.0,0.0,0.0,0.0
259,Pantsarlahti,255,44,14.0,29.0,5.0,8.0,0.0,0.0,19.0,29.0,20.0,8.0,3.0,13.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0
260,Pantsarlahti,256,46,11.0,27.0,9.0,4.0,0.0,0.0,20.0,31.0,18.0,12.0,3.0,8.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0
261,Pantsarlahti,257,47,15.0,20.0,9.0,9.0,0.0,0.0,24.0,29.0,21.0,4.0,0.0,23.0,4.0,1.0,0.0,2.0,0.0,0.0,0.0
262,Pantsarlahti,258,48,17.0,19.0,3.0,6.0,0.0,0.0,20.0,25.0,11.0,7.0,1.0,17.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0
263,Pantsarlahti,259,50,16.0,25.0,9.0,10.0,0.0,0.0,25.0,35.0,13.0,9.0,9.0,25.0,1.0,3.0,0.0,2.0,0.0,0.0,0.0
264,Pantsarlahti,260,50,19.0,18.0,3.0,3.0,0.0,0.0,22.0,21.0,5.0,17.0,12.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
265,Pantsarlahti,261,52,14.0,17.0,5.0,0.0,0.0,0.0,19.0,23.0,13.0,6.0,6.0,9.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0
266,Pantsarlahti,262,53,20.0,21.0,12.0,19.0,0.0,0.0,32.0,40.0,15.0,18.0,8.0,17.0,5.0,9.0,0.0,3.0,0.0,0.0,0.0
267,Pantsarlahti,263,56,15.0,21.0,15.0,8.0,0.0,0.0,30.0,29.0,11.0,23.0,0.0,18.0,3.0,4.0,0.0,1.0,0.0,0.0,1.0
268,Pantsarlahti,264,58,14.0,16.0,6.0,10.0,0.0,0.0,20.0,26.0,11.0,3.0,1.0,24.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0
269,Pantsarlahti,265,60,16.0,21.0,9.0,12.0,0.0,0.0,25.0,33.0,23.0,3.0,1.0,21.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0
270,Pantsarlahti,266,62,18.0,24.0,6.0,8.0,0.0,0.0,24.0,32.0,16.0,10.0,4.0,21.0,5.0,0.0,0.0,2.0,0.0,0.0,1.0
271,Pantsarlahti,267,66,13.0,23.0,1.0,8.0,0.0,0.0,14.0,31.0,23.0,9.0,3.0,7.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0
272,Pantsarlahti,268,67,15.0,18.0,1.0,4.0,0.0,0.0,16.0,22.0,20.0,5.0,0.0,9.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0
273,Pantsarlahti,269,69,11.0,26.0,5.0,9.0,0.0,0.0,16.0,35.0,13.0,9.0,5.0,17.0,1.0,6.0,0.0,1.0,0.0,0.0,0.0
274,Pantsarlahti,270,72,20.0,16.0,4.0,6.0,0.0,0.0,24.0,22.0,10.0,14.0,5.0,17.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0
275,Pantsarlahti,271,76,16.0,21.0,6.0,11.0,0.0,0.0,22.0,32.0,21.0,5.0,1.0,15.0,1.0,11.0,0.0,0.0,0.0,0.0,0.0
276,Pantsarlahti,272,78,19.0,18.0,6.0,8.0,0.0,0.0,25.0,26.0,22.0,1.0,5.0,17.0,2.0,4.0,0.0,0.0,0.0,0.0,2.0
277,Pantsarlahti,273,80,14.0,23.0,10.0,9.0,0.0,0.0,24.0,32.0,16.0,12.0,4.0,15.0,5.0,4.0,0.0,0.0,0.0,0.0,1.0
278,Pantsarlahti,274,85,15.0,21.0,2.0,9.0,0.0,0.0,17.0,30.0,18.0,7.0,4.0,13.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0
279,Pantsarlahti,275,87,12.0,23.0,9.0,10.0,0.0,0.0,21.0,33.0,27.0,0.0,11.0,5.0,10.0,1.0,0.0,2.0,0.0,0.0,0.0
280,Pantsarlahti,276,87,18.0,24.0,13.0,13.0,0.0,0.0,51.0,39.0,29.0,11.0,0.0,18.0,8.0,2.0,0.0,3.0,0.0,0.0,0.0
281,Pantsarlahti,277,93,18.0,22.0,9.0,11.0,0.0,0.0,27.0,33.0,26.0,10.0,6.0,10.0,0.0,8.0,0.0,7.0,0.0,0.0,0.0
282,Pantsarlahti,278,98,16.0,24.0,14.0,20.0,0.0,0.0,30.0,44.0,48.0,1.0,7.0,12.0,4.0,2.0,0.0,7.0,0.0,0.0,1.0
283,Pantsarlahti,279,106,14.0,23.0,13.0,3.0,0.0,0.0,27.0,26.0,30.0,13.0,1.0,4.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0
284,Pantsarlahti,280,111,10.0,21.0,8.0,13.0,0.0,0.0,18.0,34.0,38.0,3.0,0.0,6.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0
285,Havi,281,1,11.0,23.0,8.0,6.0,0.0,0.0,19.0,29.0,13.0,10.0,21.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0
286,Havi,282,1,17.0,23.0,10.0,11.0,0.0,0.0,27.0,34.0,3.0,3.0,47.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,1.0
287,Havi,283,8,4.0,3.0,2.0,1.0,0.0,0.0,6.0,4.0,0.0,3.0,2.0,3.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0
288,Valli,287,37,11.0,10.0,0.0,0.0,0.0,0.0,11.0,10.0,1.0,1.0,4.0,6.0,5.0,2.0,2.0,1.0,0.0,0.0,1.0
289,Valli,288,116,18.0,9.0,0.0,0.0,0.0,0.0,18.0,9.0,0.0,5.0,5.0,9.0,5.0,1.0,2.0,1.0,0.0,0.0,0.0
290,Valli,289,116,18.0,9.0,4.0,4.0,0.0,0.0,22.0,13.0,5.0,1.0,4.0,20.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0
291,Salakkalahti,290a,7,2.0,3.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
292,Repola,290b,16,5.0,2.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
293,Repola,291a,107,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
294,Viipurin_esikaupunki,291b,106,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
295,Hiekka,291c,24,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
296,Pietarin_esikaupunki,291d,14,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
297,Pietarin_esikaupunki,292a,128,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
298,Anina,292b,74,1.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
299,Papula,292c,32,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
300,Pantsarlahti,292d,14,2.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
